"TIV of arms exports from United States, 1950-2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures are SIPRI Trend Indicator Values (TIVs) expressed in millions.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figures may not add up due to the conventions of rounding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A '0' indicates that the value of deliveries is less than 0.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For more information, see http://www.sipri.org/databases/armstransfers/sources-and-methods/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: SIPRI Arms Transfers Database,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated: 28 July 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Total
Iran,4,6,0,1,11,28,41,36,160,107,83,107,127,137,141,171,402,127,644,1215,1123,1219,683,1368,2198,4079,4008,4461,2099,214,,,,,10,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25063
Iraq,,,,,,,27,4,4,,,,,,,,,,,,,,,,,,,,,,,,,27,,9,9,30,125,,,,,,,,,,,,,,,,6,43,55,150,281,312,346,397,340,255,285,791,888,522,40,12,,,4960
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,,,,,11,,,,,,,,2,,,,,,,,,,,,1,3,3,,,,,,,,,,,,,,28
Israel,2,1,2,5,0,1,3,10,2,13,,15,46,4,96,149,134,123,600,1221,775,1292,854,1906,1069,1392,1919,1088,1314,636,1204,1641,861,480,276,299,1178,1080,582,24,81,1200,1303,716,751,358,76,42,1273,691,89,101,323,105,839,1114,1110,809,663,136,44,59,108,65,116,222,507,507,510,485,331,550,37577
Italy,138,200,755,1212,302,478,944,712,405,420,339,225,688,1067,1073,668,391,91,184,481,555,726,1350,767,786,738,438,245,418,455,325,105,175,234,204,131,139,126,128,75,94,141,126,166,144,91,149,267,6,,224,176,150,478,406,68,22,42,43,14,30,231,157,27,84,194,404,359,241,168,202,214,24009
Jamaica,,,,,,,,,,,,,,1,0,,,,,,,1,,13,7,4,1,,4,,,0,,,,5,3,,,4,,,,,,,,,10,5,,,,,,,,3,2,,1,,,,,0,0,,18,3,,16,100
Japan,,,8,222,314,408,757,1046,1239,661,830,328,217,204,1708,1161,303,584,524,496,630,770,665,629,978,1644,1623,900,1012,942,1015,1287,1391,1617,1931,1846,1764,1853,1879,2151,2553,2849,2450,1993,975,1139,815,793,1446,1207,448,395,395,415,356,348,412,489,671,594,358,240,179,206,286,304,309,420,632,878,698,875,63664
Jordan,,,,,,,,,1,,,,,1,,15,72,70,28,121,119,49,55,35,54,323,325,464,593,279,360,150,224,101,233,178,,11,5,8,16,,,1,5,19,75,77,248,5,22,21,15,102,37,5,8,169,32,15,6,24,38,39,54,58,86,132,73,144,4,22,5426
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,6,3,3,,,3,,3,,3,3,,,,,43
Kenya,,,,,,,,,,,,,,,,,,,1,,0,,,2,,,,,148,3,25,60,24,,,6,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,19,6,,6,17,,323
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,7,11
Kuwait,,,,,,,,,,,,,,,,,,,,,,58,,,2,4,16,321,327,7,19,,,141,64,76,31,6,,,5,41,896,664,18,392,1003,311,14,5,,,,19,,5,5,288,,1,37,36,22,52,681,291,130,56,62,7,,563,6676
Laos,,,,,,,1,1,10,0,3,4,14,12,7,7,14,11,4,6,27,1,14,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,11,14,,,,,,20,,11,22,,,89
Lebanon,,,,,,,,,43,,,,13,13,,,,,,,,6,6,,,1,1,,,,3,2,16,59,67,43,,,,,,,,,18,42,27,9,7,4,4,,,,,1,,,,16,10,,31,21,5,38,27,28,26,67,54,55,761
Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5
Liberia,,,,,,,,,,1,,,,,2,,,18,,,,0,1,,,,2,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
Libya,,,,,,,,,,0,,,,3,15,9,7,,40,40,224,,,,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,345
Libya GNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1
Libya HoR*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,0,,,,3
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,13,4,3,3,,,0,,,2,,4,,2,37,52,126
Luxembourg,,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,3,,,1,,,,1,,,,,,,,,,,,,,,,,,,7
Madagascar,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Malaysia,,,,,,,,,,,,1,,,,,,5,65,5,,61,10,10,18,85,271,48,65,62,84,56,,21,4,129,94,,,,,29,,,51,181,,335,,7,,,9,31,10,1,13,14,,10,12,2,,6,10,4,10,4,,1,4,3,1841
Mali,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,9,4,,,,,,,,,,,,,,,,,,,,,,8,,23
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,8,,,,,23
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,21
Mauritius,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1
Mexico,,7,,6,,,,,16,2,6,26,107,60,34,,21,14,,,82,44,9,151,13,25,8,23,51,1,,70,246,3,,,9,114,77,54,26,18,6,150,54,,41,280,11,36,130,145,59,15,90,8,29,,23,27,26,89,49,36,25,191,224,143,4,,20,,3235
Micronesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,4,4,23
Morocco,,,,,,,,,,,,,22,,15,46,137,89,5,,,1,,,108,93,100,253,162,97,71,424,114,147,,,18,2,36,56,29,43,,86,117,,34,137,,8,4,,,,,,20,,,3,35,447,431,45,9,47,277,435,333,48,7,203,4793
Mujahedin (Afghanistan)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16,40,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
Myanmar,,,,,,,,4,,23,,11,14,19,15,11,3,13,6,,,22,4,,,53,3,7,14,,17,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,8
NATO**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,1250,1250,750,,,,,,,,,,,,,,,,,,,,,,,,420,,,,,,,,,8,70,105,,5103
Nepal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3
Netherlands,58,331,300,508,424,192,432,317,203,57,207,186,281,552,810,703,159,97,129,242,312,306,322,21,40,67,217,444,543,538,505,657,888,973,848,554,426,592,361,667,268,282,199,79,140,36,99,61,254,240,122,158,202,45,95,51,233,25,9,84,35,8,146,130,,10,43,23,55,491,568,586,20241
New Zealand,,,,,,,,,,,4,,8,,,1,239,4,56,,168,8,6,6,6,6,3,,,,,31,,5,5,7,22,,2,15,12,6,9,,,7,7,45,13,40,,45,15,48,33,,1,1,3,,,,,,57,82,,,6,3,3,,1037
Nicaragua,,,,3,15,5,1,,6,,2,8,6,8,0,0,2,,,,,5,5,5,,,8,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
Niger,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,9,0,,,3,4,26,101
Nigeria,,,,,,,,,,,,,,,,,,,,,,4,,2,1,84,84,,8,,3,13,6,4,13,102,5,1,1,0,0,0,4,5,4,2,2,1,,,,,4,12,,,,,,,,54,,,63,7,6,2,4,,,17,519
North Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5,0,,,,,0,,,,,,,,,,,,,,,,12
North Yemen,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,14,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430
Norway,18,69,368,412,19,160,194,137,142,108,143,89,18,221,60,55,375,397,274,524,59,,,14,1,49,23,25,17,32,237,377,388,383,204,33,19,140,155,382,45,15,15,28,15,42,108,102,73,84,75,62,8,9,5,3,69,76,110,102,85,73,62,19,1,112,112,330,368,333,331,455,9648
Oman,,,,,,,,,,,,,,,,,2,,,,,1,,0,,34,,,,,,39,41,59,10,,27,,,,36,,,6,16,10,27,5,12,,,1,6,4,13,145,278,12,68,3,3,,38,35,469,5,135,89,,,4,4,1637
Pakistan,36,,0,,53,135,155,242,168,323,42,69,88,181,81,16,6,,11,,,,0,31,95,51,24,24,201,46,194,36,93,254,479,549,134,96,78,608,33,26,25,26,29,25,185,135,25,8,11,15,45,28,73,171,107,397,303,150,1033,269,276,137,204,107,20,23,22,,12,,8514
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Panama,,,,,,,,,,,,,,,0,,,,0,3,2,18,2,14,,23,6,4,2,,,,5,6,0,7,,,1,,,,2,,,,0,6,,,,,,,,,,,,5,,,15,,,,,,11,,,4,138
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Paraguay,5,,1,1,,0,,,,,8,,5,0,4,1,1,5,1,,0,1,1,0,,0,2,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,,,,,2,46
Peru,,,85,17,111,35,47,89,30,37,68,96,14,20,6,28,47,4,3,3,23,3,19,46,47,218,194,44,43,39,58,23,,75,34,59,11,39,109,,,15,12,3,,,24,4,12,1,,1,14,22,47,25,22,,,2,5,2,5,8,,11,1,3,,0,1,1,2061
Philippines,,2,1,32,22,37,39,42,26,24,51,45,11,4,2,102,85,43,16,26,9,90,52,111,13,107,237,155,140,46,63,5,3,111,39,23,,26,12,,11,13,42,45,43,4,2,14,31,,,9,5,3,20,12,13,13,10,0,,60,6,55,12,46,82,23,3,11,60,91,2590
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,122,8,138,14,5,11,346,850,481,87,41,16,16,,1,4,,19,18,147,79,37,2440
Portugal,10,13,116,280,276,137,64,96,90,6,13,28,1,27,32,27,60,69,69,5,17,9,,,6,6,,94,119,2,12,44,136,,103,140,3,9,90,126,21,174,5,91,437,15,8,0,6,,2,18,,29,57,33,43,57,87,88,87,87,29,,0,,1,,,29,29,5,3769
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,,,,,,,,,,280,,150,280,,,385,598,521,420,673,302,906,4516
Regional Security System**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,14
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,44,14,3,1,,,,14,3,22,2,32,61,42,3,3,0,3,5,13,22,13,93,76,506
Rwanda,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Saint Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Saudi Arabia,,,6,1,2,16,9,50,36,6,17,12,22,,,48,141,171,164,,,,83,160,378,384,392,768,842,504,636,1306,1867,1626,589,352,1438,1007,152,172,1019,397,888,2017,884,888,1407,1719,2207,1512,3,33,89,117,324,152,171,150,248,244,367,397,394,608,1426,1774,1767,3118,2752,2866,2151,1389,46832
Senegal,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,,,1,6
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,3
Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Singapore,,,,,,,,,,,,,,,,,,,,6,44,41,8,38,128,156,186,116,50,292,337,93,92,172,72,63,,207,521,232,184,36,8,82,11,15,63,448,602,189,531,61,211,50,365,533,33,11,28,720,687,457,429,626,23,75,557,138,82,47,31,106,10289
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,15,22,,71
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,22,11,15,,,,,,0,,,,,,,,,,,,,1,,,,,,,6,65
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,9,9,42,15,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,107
South Africa,,73,92,,,,95,,,1,,,5,166,5,5,15,1,1,0,,,20,20,,,14,,,,,,,,,,12,2,,,,,,,,,,9,,18,,,,,,,14,30,11,9,13,16,9,,,,,,,,,,655
South Korea,152,256,266,255,158,351,461,290,264,252,195,180,132,218,283,631,565,130,357,499,93,235,367,253,450,637,553,1176,368,1344,888,863,652,439,483,647,754,721,1129,1591,974,779,677,598,692,1729,1624,888,1176,1199,934,462,263,591,871,619,1359,1204,1120,206,1235,1485,979,113,346,171,545,515,669,848,891,646,45945
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,2
South Vietnam,,,,,0,63,68,24,19,20,43,111,165,131,80,143,182,253,285,568,654,970,2147,629,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6907
Spain,1,,,20,75,177,245,252,125,280,181,80,46,4,32,344,211,250,110,152,210,413,569,769,471,617,485,101,198,241,166,229,167,87,70,107,858,975,1715,572,572,77,156,242,675,217,265,132,22,219,167,67,220,186,163,5,81,22,18,48,7,20,96,44,20,20,2,9,19,20,23,20,15457
Sri Lanka,,,,,,,,,,,,,,,0,,,,,2,,3,2,,,,0,,,,0,,,,9,39,20,15,,,15,,,,,,,36,6,,10,,9,3,13,,,5,,,,10,,,,,,,54,,,,250
Sudan,,,,,,,,,,,,,,,,3,4,,,,,,,,,,,,168,,,38,72,3,34,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327
Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,0,,,,,,,,,,3
Sweden,,6,13,,,,,,10,13,19,2,15,67,63,61,39,93,96,91,49,20,81,75,75,103,75,100,105,86,78,207,45,122,36,34,90,102,49,53,42,31,15,17,26,59,52,69,150,65,69,33,26,26,26,58,56,24,9,2,,150,185,16,1,2,9,5,,,,138,3533
Switzerland,,,1,,,,0,2,,,,,,17,78,83,83,34,46,20,62,84,59,34,9,66,66,,213,213,268,285,130,247,218,155,,11,36,19,13,141,20,41,114,93,187,377,431,502,4,4,3,,18,,,2,1,2,30,16,5,2,1,1,61,31,,,,,4633
Syria,2,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
Syria rebels*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0
Taiwan,,98,304,383,320,589,256,363,739,921,472,108,146,320,347,478,326,477,299,573,585,351,245,329,372,342,484,802,786,552,487,687,697,627,330,545,664,111,192,197,225,513,406,1127,852,1313,824,2966,2251,1705,537,332,291,111,314,645,503,12,11,,35,137,422,548,1070,629,97,493,99,64,99,132,35662
Tanzania,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Thailand,26,85,48,23,41,49,10,88,15,10,28,57,110,103,83,89,109,152,57,134,214,228,200,234,87,32,31,46,285,46,206,270,37,88,108,109,106,196,361,181,208,281,32,135,205,146,444,379,36,45,25,13,146,126,37,17,5,,,4,0,50,21,54,32,27,46,29,49,10,24,,7007
Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,10,17
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0
Trinidad and Tobago,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,1,6,,,,,,0,,,,,,,,,,,,,3,0,2,,,,,6,,,,12,12,,,,,,,,,,42
Tunisia,,,,,,,,,,,5,,,,,6,,,11,17,,,4,22,8,,10,,10,44,23,14,20,76,108,84,,56,17,48,,,8,,,18,23,25,18,10,,,44,1,,,2,,3,,7,7,,38,39,7,16,69,46,15,15,1,992
Turkey,117,136,333,165,118,353,286,537,487,606,580,312,241,542,681,369,239,374,296,545,244,506,607,722,1230,403,165,165,762,755,185,231,141,74,93,274,141,826,515,615,822,955,1681,1913,1358,699,616,1152,1610,1126,517,138,447,232,129,272,5,25,49,21,7,328,1007,359,1104,297,183,151,125,129,15,24,33461
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18
UAE,,,,,,,,,,,,,,,,,,,,,,0,1,5,7,56,,13,,,,101,,29,61,5,99,158,22,6,6,,,92,213,26,154,6,20,15,15,19,18,36,386,1269,1006,482,682,399,158,853,954,1071,542,809,657,479,892,495,165,274,12754
Uganda,,,,,,,,,,,,,,,,,0,,,3,,3,20,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,,16,,,6,,68
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,16,2,5,20,55
UNITA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
United Kingdom,105,246,531,1604,532,191,141,77,548,538,26,23,25,126,87,105,161,1376,2246,2483,,111,155,162,162,161,75,124,133,142,428,756,697,241,586,287,149,109,124,89,69,825,1078,769,413,492,490,484,514,98,814,1251,381,439,171,20,129,322,425,270,313,206,395,342,191,373,217,755,197,185,597,875,29962
United Nations**,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,22
Unknown recipient(s),,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,28,83,83,83,83,83,83,83,83,39,,11,11,14,,3,3,,4,,,,,,,,,,,,3,,,,0,0,,,,,10,,864
Uruguay,68,3,38,3,1,1,13,10,3,,17,0,,0,2,8,6,,10,12,9,16,24,6,5,,40,2,,2,10,11,9,,,,,,16,5,5,,,18,9,,,,12,,,,,,,,,,,,,,,,,,,,,,,1,398
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,0,1,,,36
Venezuela,2,,25,6,5,21,59,125,26,9,64,32,32,16,0,,10,4,,7,15,119,101,203,8,78,7,44,55,8,21,59,69,135,26,393,13,,66,4,4,74,,,1,,2,,,20,,5,11,15,,,,,,,,,,,,6,,,,,,,2003
Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,54,108
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,5,,,12,,3,,11,,,,,,,35
Yugoslavia,,63,374,525,531,334,278,194,112,282,171,61,,,,,,,,,,,,,,3,3,,,,,,,30,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3007
Zambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,6
Zimbabwe,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,1391,4049,6928,9810,6129,7191,8573,8599,9600,7438,6181,6295,6132,9368,12331,11311,8478,7266,8396,11832,8972,11777,10898,12015,12829,15717,15651,14421,14001,9789,10741,13610,14008,13940,11889,10804,11635,12206,11869,11319,10609,12509,14079,13808,11500,11189,10851,14513,15715,11545,7572,5590,4893,5662,6846,6787,7545,7864,6804,6888,8074,8943,9053,7504,9602,9932,9864,11909,9824,10923,9233,10613,713634
